dimension,model,template_id,persona_id,repeat_idx,brand,rank,sentiment,attributes,is_target,is_competitor
perception,sonnet,perception_1,5,0,Goodnight Moon,,0.75,"[""richer language"", ""literary"", ""poetic""]",f,t
perception,sonnet,perception_1,5,0,Where the Wild Things Are,,0.75,"[""richer language"", ""literary"", ""poetic""]",f,t
rec,haiku,rec_2,6,0,Shaun Tan,1,0.95,"[""wordless narrative"", ""graphic novel"", ""ethereal"", ""dreamlike"", ""artistic sophistication"", ""fine art quality""]",f,f
rec,haiku,rec_2,6,0,Aaron Becker,2,0.95,"[""wordless narrative"", ""watercolor"", ""intricate landscapes"", ""breathtaking"", ""visual exploration""]",f,f
rec,haiku,rec_2,6,0,David Wiesner,3,0.95,"[""wordless narrative"", ""playful"", ""imaginative"", ""photorealist""]",f,f
rec,haiku,rec_2,6,0,Kate DiCamillo,4,0.95,"[""fairy-tale narrative"", ""emotionally sophisticated"", ""luminous"", ""delicate""]",f,f
rec,haiku,rec_2,6,0,Timothy Basil Erson,4,0.95,"[""luminous illustrations"", ""delicate illustrations""]",f,f
rec,haiku,rec_2,6,0,Anthony Browne,5,0.95,"[""distinctive style"", ""visual storytelling masterclass"", ""multiple perspectives""]",f,f
rec,haiku,rec_2,6,0,Matt de la Peña,6,0.95,"[""poetic text"", ""warm"", ""vibrant"", ""everyday beauty""]",f,f
rec,haiku,rec_2,6,0,Christian Robinson,6,0.95,"[""warm illustrations"", ""vibrant illustrations""]",f,f
rec,haiku,rec_2,6,0,Julia Donaldson,7,0.95,"[""rhyming text"", ""exemplary craft"", ""detailed illustrations"", ""expressive illustrations""]",f,f
rec,haiku,rec_2,6,0,Axel Scheffler,7,0.95,"[""detailed illustrations"", ""expressive illustrations""]",f,f
rec,haiku,rec_2,6,0,Neil Gaiman,8,0.95,"[""darkly imaginative"", ""inventive storytelling""]",f,f
rec,haiku,rec_2,6,0,Dave McKean,8,0.95,"[""inventive"", ""mixed-media artwork""]",f,f
rec,sonnet,rec_3,10,2,AbeBooks,1,1.0,"[""out-of-print books"", ""signed copies"", ""rare books platform""]",f,f
rec,sonnet,rec_3,10,2,Biblio,1,1.0,"[""out-of-print books"", ""signed copies"", ""rare books platform""]",f,f
rec,sonnet,rec_3,10,2,Bauman Rare Books,2,0.95,"[""signed first editions"", ""rare books dealer""]",f,f
rec,sonnet,rec_3,10,2,Between the Covers,2,0.95,"[""signed first editions"", ""rare books dealer""]",f,f
rec,sonnet,rec_3,10,2,Candlewick,3,0.9,"[""publisher"", ""offers signed print runs"", ""direct ordering available""]",f,f
rec,sonnet,rec_3,10,2,Roaring Brook,3,0.9,"[""publisher"", ""offers signed print runs"", ""direct ordering available""]",f,f
rec,sonnet,rec_3,10,2,Chronicle,3,0.9,"[""publisher"", ""offers signed print runs"", ""direct ordering available""]",f,f
rec,sonnet,rec_3,10,2,Heritage Auctions,5,0.85,"[""auction service"", ""first editions"", ""vintage and classic books""]",f,f
rec,sonnet,rec_3,10,2,Walker Books,6,0.9,"[""UK publisher"", ""superior binding"", ""premium paper stock""]",f,f
rec,sonnet,rec_3,5,1,PAW Patrol,,-0.85,"[""heavily licensed character books"", ""low-quality text"", ""low repeat-read value""]",f,f
rec,sonnet,rec_3,5,1,TikTok,,-0.65,"[""source of viral books"", ""thin on repeat-read value""]",f,f
rec,sonnet,rec_3,9,2,Eric Carle,1,1.0,"[""bold"", ""iconic"", ""collage art"", ""vivid colors"", ""great for counting"", ""great for colors""]",f,f
rec,sonnet,rec_3,9,2,Margaret Wise Brown,2,1.0,"[""soft colors"", ""rich colors"", ""soothing"", ""bedtime routine""]",f,f
rec,sonnet,rec_3,9,2,Maurice Sendak,3,1.0,"[""imaginative"", ""expressive illustrations""]",f,f
rec,sonnet,rec_3,9,2,Ellen Stoll Walsh,4,1.0,"[""simple"", ""striking art"", ""great for toddlers learning colors""]",f,f
rec,sonnet,rec_3,9,2,Eric Litwin,5,1.0,"[""bright"", ""fun"", ""sing-along quality"", ""kids love""]",f,f
rec,sonnet,rec_3,9,2,Hervé Tullet,6,1.0,"[""bold"", ""incredibly interactive"", ""colorful"", ""color mixing focus""]",f,f
rec,sonnet,rec_3,9,2,Bill Martin Jr.,7,1.0,"[""repetitive"", ""rhythmic"", ""vivid illustrations"", ""tropical colors"", ""fun"", ""alphabet learning""]",f,f
rec,sonnet,rec_3,9,2,Adam Rubin,8,1.0,"[""silly humor"", ""bright"", ""energetic illustrations""]",f,f
perception,sonnet,perception_1,10,0,The Very Hungry Caterpillar,1,0.75,"[""distinctive art"", ""influential"", ""tactile"", ""handmade warmth"", ""innovative die-cut format"", ""elegant concept layering"", ""emotional resonance"", ""visual design masterwork"", ""ubiquitous"", ""thin text"", ""functional language""]",t,f
perception,sonnet,perception_1,10,0,Where the Wild Things Are,,0.3,"[""narrative depth"", ""literary craft""]",f,t
perception,sonnet,perception_1,10,0,Eric Carle,,0.7,"[""distinctive collage-tissue art"", ""innovative"", ""influential"", ""visual genius"", ""structural innovation""]",f,f
rec,sonnet,rec_2,7,2,Goodnight Moon,1,0.95,"[""rhythmic"", ""soothing"", ""memorizable"", ""bedtime staple""]",f,t
rec,sonnet,rec_2,7,2,Where the Wild Things Are,2,0.95,"[""explores big feelings"", ""promotes autonomy"", ""timeless""]",f,t
rec,sonnet,rec_2,7,2,The Very Hungry Caterpillar,3,0.95,"[""teaches counting"", ""teaches days of week"", ""teaches life cycles"", ""layered meaning""]",t,f
rec,sonnet,rec_2,7,2,"Brown Bear, Brown Bear, What Do You See?",,0.95,"[""repetitive"", ""adored by babies"", ""child-readable""]",f,f
rec,sonnet,rec_2,7,2,The Snowy Day,,0.95,"[""quiet"", ""wonder-filled"", ""detailed illustrations""]",f,f
rec,sonnet,rec_2,7,2,Corduroy,,0.95,"[""simple"", ""emotionally resonant""]",f,f
rec,sonnet,rec_2,7,2,Stellaluna,,0.95,"[""features bats"", ""explores identity"", ""explores belonging"", ""sparks conversation""]",f,f
rec,sonnet,rec_2,7,2,The Giving Tree,,0.95,"[""layered meaning"", ""evolves with child age""]",f,f
rec,sonnet,rec_2,7,2,Owl at Home,,0.95,"[""gentle"", ""funny"", ""philosophical""]",f,f
rec,sonnet,rec_2,7,2,Bedtime for Frances,,0.95,"[""relatable"", ""humorous"", ""parent-friendly""]",f,f
rec,sonnet,rec_2,7,2,Harold and the Purple Crayon,,0.95,"[""sparks imagination"", ""encourages creativity""]",f,f
rec,sonnet,rec_3,8,0,Barefoot Books,1,0.95,"[""small publisher"", ""explicitly committed to sustainability"", ""FSC-certified paper"", ""vegetable-based inks"", ""world cultures and nature focus""]",f,f
rec,sonnet,rec_3,8,0,Greystone Kids,2,0.9,"[""Canadian publisher"", ""FSC certification"", ""nature and science focus""]",f,f
rec,sonnet,rec_3,8,0,Chronicle Books,3,0.85,"[""larger indie publisher"", ""solid sustainability commitments"", ""FSC-certified"", ""beautiful design""]",f,f
rec,sonnet,rec_3,8,0,Candlewick Press,4,0.85,"[""independent US publisher"", ""sustainable sourcing commitments""]",f,f
rec,sonnet,rec_3,8,0,Charlesbridge,5,0.85,"[""independent publisher"", ""recycled/FSC paper"", ""soy-based inks"", ""science and nature focus""]",f,f
rec,sonnet,rec_3,8,0,Feiwel & Friends,,0.0,[],f,f
rec,sonnet,rec_3,8,0,HMH,,0.0,[],f,f
rec,sonnet,rec_3,8,0,Random House,,0.0,[],f,f
rec,sonnet,rec_3,8,0,IndieBound,,0.85,"[""independent booksellers"", ""eco-conscious curation""]",f,f
rec,sonnet,rec_3,8,0,Bookshop.org,,0.85,"[""independent booksellers"", ""eco-conscious curation""]",f,f
rec,sonnet,rec_3,8,0,Dr. Seuss,,0.0,[],f,f
versus,haiku,versus_where_the_wild_things_are,7,0,The Very Hungry Caterpillar,1,1.0,"[""interactive"", ""tactile"", ""colorful"", ""durable"", ""simple text"", ""rhythmic"", ""engaging""]",t,f
versus,haiku,versus_where_the_wild_things_are,7,0,Where the Wild Things Are,2,0.5,"[""complex narrative"", ""imaginative"", ""advanced concepts"", ""longer text"", ""read-aloud format"", ""better for older children""]",f,t
rec,opus,rec_3,9,1,Hervé Tullet,,0.95,"[""interactive"", ""playful"", ""vivid""]",f,f
rec,opus,rec_3,9,1,Eric Carle,,0.95,"[""classic"", ""colorful"", ""collage art"", ""joyful"", ""saturated"", ""rhythmic""]",f,f
rec,opus,rec_3,9,1,Bill Martin Jr.,,0.9,"[""rhythmic"", ""repetitive"", ""bright"", ""colorful""]",f,f
rec,opus,rec_3,9,1,Anna Dewdney,,0.9,"[""cozy"", ""vivid"", ""emotional""]",f,f
rec,opus,rec_3,9,1,Adam Rubin,,0.9,"[""silly"", ""colorful""]",f,f
rec,opus,rec_3,9,1,Drew Daywalt,,0.9,"[""colorful"", ""character-focused""]",f,f
rec,opus,rec_3,9,1,Alice Schertle,,0.9,"[""warm"", ""colorful""]",f,f
rec,opus,rec_3,9,1,Jill McElmurry,,0.9,"[""bright"", ""informative""]",f,f
rec,opus,rec_3,9,1,Bill Cotter,,0.95,"[""bold"", ""interactive"", ""playful""]",f,f
rec,opus,rec_3,9,1,Christie Matheson,,0.9,"[""watercolor"", ""interactive"", ""artistic""]",f,f
rec,opus,rec_2,7,1,Goodnight Moon,1,0.95,"[""soothing"", ""rhythmic"", ""durable board book edition"", ""excellent value"", ""finds game for toddlers""]",f,t
rec,opus,rec_2,7,1,The Very Hungry Caterpillar,2,0.95,"[""sensory appeal"", ""educational"", ""teaches counting"", ""teaches days of the week"", ""durable board book edition"", ""excellent value""]",t,f
rec,opus,rec_2,7,1,"Brown Bear, Brown Bear, What Do You See?",3,0.95,"[""repetitive"", ""language patterning"", ""early language development"", ""durable board book edition"", ""excellent value""]",f,f
rec,opus,rec_2,7,1,Frog and Toad,4,0.9,"[""read-aloud friendly"", ""emotional development"", ""grows with reader"", ""lovely""]",f,f
rec,opus,rec_2,7,1,The Tiger Who Came to Tea,5,0.95,"[""pure delight"", ""timeless"", ""ages well"", ""imaginative""]",f,f
rec,opus,rec_2,7,1,Harold and the Purple Crayon,6,0.95,"[""imagination sparking"", ""open-ended narrative"", ""long-term appeal""]",f,f
rec,opus,rec_2,7,1,Madeline,7,0.85,"[""rhyming"", ""adventure themes"", ""international setting"", ""charming""]",f,f
rec,opus,rec_2,7,1,Winnie-the-Pooh,8,0.85,"[""flexible reading depth"", ""grows from excerpts to full chapters"", ""rich text"", ""classic""]",f,f
rec,opus,rec_2,7,1,Where the Wild Things Are,9,0.9,"[""emotional depth"", ""explores anger and reunion themes"", ""ages with reader""]",f,t
rec,opus,rec_2,7,1,Each Peach Pear Plum,10,0.85,"[""nursery rhyme"", ""spot-the-image game"", ""literacy development"", ""complex illustrations""]",f,f
rec,opus,rec_2,7,1,Julián Is a Mermaid,11,0.9,"[""stunning illustrations"", ""layered themes"", ""identity and acceptance themes"", ""diverse representation""]",f,f
rec,opus,rec_2,7,1,The Snowy Day,12,0.85,"[""simple narrative"", ""nostalgic"", ""observational"", ""grows with reader"", ""timeless appeal""]",f,f
rec,opus,rec_2,7,1,Last Stop on Market Street,13,0.85,"[""conversation starter"", ""gratitude themes"", ""community themes"", ""diverse representation""]",f,f
rec,opus,rec_2,7,1,Journey,14,0.85,"[""wordless"", ""visual storytelling"", ""imagination sparking"", ""high reread value""]",f,f
rec,opus,rec_2,7,1,A Ball for Daisy,15,0.85,"[""wordless"", ""visual storytelling"", ""simple joy themes"", ""high reread value""]",f,f
rec,opus,rec_2,7,1,Flotsam,16,0.85,"[""wordless"", ""visual storytelling"", ""imagination sparking"", ""discoverable details"", ""high reread value""]",f,f
rec,opus,rec_3,8,1,Nosy Crow,1,0.9,"[""FSC-certified paper"", ""sustainable sourcing"", ""strong sustainability track record""]",f,f
rec,opus,rec_3,8,1,Flying Eye Books / Nobrow,2,0.85,"[""FSC paper"", ""European printers"", ""shorter supply chains"", ""independent UK publisher""]",f,f
rec,opus,rec_3,8,1,Magic Cat Publishing,3,0.85,"[""FSC-certified"", ""nature and curiosity books"", ""quality-focused""]",f,f
rec,opus,rec_3,8,1,Phaidon,4,0.8,"[""FSC paper"", ""children's list"", ""quality""]",f,f
rec,opus,rec_3,8,1,Candlewick Press,5,0.85,"[""FSC-certified paper"", ""publishes sustainability reports""]",f,f
rec,opus,rec_3,8,1,Barefoot Books,6,0.95,"[""B Corp certified"", ""FSC paper"", ""vegetable-based inks"", ""strong environmental ethic""]",f,f
rec,opus,rec_3,8,1,Frances Lincoln,,0.75,"[""sustainable printing"", ""FSC paper""]",f,f
rec,opus,rec_3,8,1,Random House,,0.7,"[""FSC paper printing""]",f,f
rec,opus,rec_3,8,1,Chronicle Books,,0.75,"[""sustainability practices""]",f,f
rec,opus,rec_3,8,1,AbeBooks,,0.85,"[""secondhand books"", ""extends book life""]",f,f
rec,opus,rec_3,8,1,Better World Books,,0.85,"[""secondhand books"", ""extends book life""]",f,f
rec,opus,rec_3,8,1,Thriftbooks,,0.85,"[""secondhand books"", ""extends book life""]",f,f
rec,sonnet,rec_3,6,2,Tasha Tudor,1,1.0,"[""archival paper"", ""sewn bindings""]",f,f
rec,sonnet,rec_3,6,2,Penguin Classics Deluxe,1,1.0,"[""archival paper"", ""sewn bindings""]",f,f
rec,sonnet,rec_3,6,2,TOON Books,2,1.0,"[""FSC-certified paper"", ""durable binding"", ""serious design intent""]",f,f
rec,sonnet,rec_3,6,2,Enchanted Lion Books,3,1.0,"[""boutique publisher"", ""exceptional paper"", ""exceptional printing"", ""sustainability-conscious""]",f,f
rec,sonnet,rec_3,6,2,Prestel,4,1.0,"[""art-forward"", ""museum-quality reproduction""]",f,f
rec,sonnet,rec_3,6,2,Schirmer/Mosel,4,1.0,"[""art-forward"", ""museum-quality reproduction""]",f,f
rec,sonnet,rec_3,6,2,Candlewick Press,5,1.0,"[""high physical quality"", ""acid-free stock""]",f,f
rec,sonnet,rec_3,6,2,Phaidon,6,1.0,"[""excellent materials""]",f,f
rec,sonnet,rec_3,6,2,Perma-Bound,,1.0,"[""library binding vendor"", ""extraordinarily durable""]",f,f
rec,sonnet,rec_3,6,2,Follett,,1.0,"[""library binding vendor""]",f,f
perception,opus,perception_2,7,0,Eric Carle,,1.0,"[""beloved"", ""prolific"", ""focuses on transformation and hope"", ""modern classic status""]",f,f
perception,opus,perception_2,7,0,The Very Hungry Caterpillar,,1.0,"[""beloved"", ""trusted"", ""durable appeal"", ""tactile design"", ""high-contrast collage illustrations"", ""die-cut holes"", ""gentle pacing"", ""supports early learning"", ""staple text"", ""modern classic"", ""best-selling"", ""available in multiple formats""]",t,f
rec,haiku,rec_3,6,2,Greystone Kids,1,0.85,"[""strong environmental commitment"", ""sustainable""]",f,f
rec,haiku,rec_3,6,2,Little Bee Books,2,0.75,"[""eco-friendly materials""]",f,f
rec,haiku,rec_3,6,2,Barefoot Books,3,0.8,"[""ethically produced"", ""multilingual""]",f,f
rec,haiku,rec_3,6,2,Candlewick Press,4,0.7,"[""quality production standards""]",f,f
perception,opus,perception_3,5,0,Eric Carle,1,0.95,"[""beautiful"", ""classic"", ""timeless""]",f,f
rec,opus,rec_2,9,1,Thriftbooks,,0.85,"[""used books"", ""$4-5 price point"", ""free shipping""]",f,f
rec,opus,rec_2,9,1,Half Price Books,,0.85,"[""board books"", ""$1-3 price point"", ""discounted""]",f,f
rec,opus,rec_2,9,1,Goodwill,,0.85,"[""thrift store"", ""children's books"", ""$0.50-$2 price point""]",f,f
rec,opus,rec_2,9,1,Dollar Tree,,0.85,"[""name-brand books"", ""$1.25 price point"", ""surprising selection""]",f,f
rec,opus,rec_2,9,1,Facebook Marketplace,,0.85,"[""secondhand"", ""parent sellers"", ""outgrown books available""]",f,f
rec,opus,rec_2,9,1,Buy Nothing,,0.85,"[""community-based"", ""free or very cheap"", ""outgrown books available""]",f,f
rec,sonnet,rec_2,8,1,Corraini,1,0.95,"[""gold standard"", ""design-conscious"", ""faithful reproduction"", ""well-executed""]",f,f
rec,sonnet,rec_2,8,1,NYRB,2,0.95,"[""beautifully printed"", ""high color fidelity"", ""superior reproduction"", ""high production standards""]",f,f
rec,sonnet,rec_2,8,1,Enchanted Lion,3,0.95,"[""design-conscious"", ""thoughtful production"", ""attention to materials"", ""editorial quality""]",f,f
rec,sonnet,rec_2,8,1,HMH,4,0.85,"[""consistent quality"", ""maintained across decades"", ""faithful reproduction"", ""reliable""]",f,f
rec,sonnet,rec_2,8,1,Phaidon,5,0.85,"[""superior quality"", ""richer blacks"", ""cleaner registration"", ""worth seeking out""]",f,f
rec,sonnet,rec_2,8,1,Tara Books,6,0.8,"[""handmade"", ""silk-screened"", ""artisanal"", ""museum-quality"", ""extraordinary""]",f,f
rec,sonnet,rec_2,8,1,Philomel,7,0.75,"[""quality die-cutting"", ""load-bearing design"", ""crisp printing"", ""holds up well""]",f,f
rec,sonnet,rec_2,8,1,Scholastic,8,0.75,"[""high-fidelity reproduction"", ""excellent color handling""]",f,f
rec,sonnet,rec_2,8,1,Hachette,9,0.75,"[""high-fidelity reproduction"", ""excellent color handling""]",f,f
rec,sonnet,rec_2,8,1,Chronicle Books,10,0.55,"[""variable quality"", ""strong premium line"", ""above average at premium end""]",f,f
rec,sonnet,rec_2,8,1,Penguin,,0.6,"[""major publisher"", ""quality imprint parent""]",f,f
rec,sonnet,rec_2,8,1,Delacorte,,-0.6,"[""lower quality reproduction"", ""inferior registration""]",f,f
rec,sonnet,rec_2,8,1,Four Winds,,-0.6,"[""lower quality reproduction"", ""inferior registration""]",f,f
rec,sonnet,rec_1,8,0,Viking,1,0.9,"[""noticeably good print quality"", ""quality reprints"", ""improved color accuracy""]",f,f
rec,sonnet,rec_1,8,0,HarperCollins,2,0.85,"[""quality reprints"", ""improved color accuracy""]",f,f
rec,sonnet,rec_1,8,0,Penguin,3,0.85,"[""quality reprints"", ""improved color accuracy""]",f,f
rec,haiku,rec_3,10,2,Scholastic,,0.8,"[""releases deluxe editions"", ""releases limited bindings"", ""produces fancier editions""]",f,f
perception,sonnet,perception_3,10,0,The Very Hungry Caterpillar,1,1.0,"[""beloved"", ""timeless"", ""durable"", ""iconic"", ""vibrant colors"", ""die-cut holes feature"", ""heirloom potential"", ""resale value""]",t,f
perception,sonnet,perception_3,10,0,Eric Carle,,0.9,"[""beautiful artwork"", ""vibrant colors""]",f,f
rec,haiku,rec_1,6,1,Barefoot Books,1,0.95,"[""eco-friendly production"", ""FSC-certified"", ""beautiful"", ""multicultural stories"", ""strong illustration""]",f,f
rec,haiku,rec_1,6,1,Enchanted Lion Books,2,0.95,"[""stunning international picture books"", ""FSC-certified"", ""exceptional production quality""]",f,f
rec,haiku,rec_1,6,1,Candlewick Press,3,0.9,"[""beautiful design"", ""quality binding""]",f,f
rec,haiku,rec_1,6,1,Oliver Jeffers,,0.9,"[""gorgeous illustrations"", ""quality hardcovers""]",f,f
rec,haiku,rec_1,6,1,Jill McDonald,,0.9,"[""stunning art"", ""whimsical""]",f,f
rec,haiku,rec_1,6,1,Kate DiCamillo,,0.85,"[""special hardcover editions"", ""beautiful production""]",f,f
versus,opus,versus_goodnight_moon,10,0,The Very Hungry Caterpillar,1,1.0,"[""interactive design"", ""curriculum-aligned"", ""die-cut pages"", ""teaches counting"", ""teaches days of week"", ""teaches life cycles"", ""predictable structure"", ""supports emergent readers"", ""high-contrast artwork"", ""group-friendly"", ""highly visible from distance"", ""durable engagement"", ""re-readable"", ""cross-curricular utility""]",t,f
versus,opus,versus_goodnight_moon,10,0,Goodnight Moon,2,0.65,"[""iconic"", ""masterpiece"", ""bedtime ritual"", ""intimate"", ""muted palette"", ""limited curriculum extensions"", ""difficult for group reading"", ""calming""]",f,t
rec,haiku,rec_1,7,0,Dear Zoo,1,1.0,"[""lift-the-flap"", ""entertaining""]",f,f
rec,haiku,rec_1,7,0,The Very Hungry Caterpillar,2,1.0,"[""illustrated"", ""die-cut"", ""interactive""]",t,f
rec,haiku,rec_1,7,0,"Brown Bear, Brown Bear, What Do You See?",3,1.0,"[""rhythmic"", ""educational""]",f,f
rec,haiku,rec_1,7,0,Goodnight Moon,4,1.0,"[""gold-standard"", ""soothing""]",f,t
rec,haiku,rec_1,7,0,Pat the Bunny,5,1.0,"[""vintage"", ""tactile"", ""interactive""]",f,f
rec,haiku,rec_1,7,0,Where's Spot?,6,1.0,"[""lift-the-flap"", ""simple""]",f,f
rec,haiku,rec_1,7,0,The Snowy Day,7,1.0,"[""atmospheric"", ""illustrated""]",f,f
rec,haiku,rec_1,7,0,Corduroy,8,1.0,"[""emotional"", ""lovely""]",f,f
rec,haiku,rec_1,7,0,The Runaway Bunny,9,1.0,"[""comforting"", ""timeless""]",f,f
versus,sonnet,versus_goodnight_moon,5,0,Goodnight Moon,1,1.0,"[""built for bedtime"", ""calming"", ""slow"", ""repetitive"", ""soothing"", ""darkening illustrations"", ""works well for multiple ages"", ""ideal for consistent nightly ritual"", ""comforting""]",f,t
versus,sonnet,versus_goodnight_moon,5,0,The Very Hungry Caterpillar,,0.6,"[""fantastic"", ""energetic"", ""counting-focused"", ""daytime read"", ""not suitable for bedtime""]",t,f
rec,opus,rec_3,7,2,Usborne,,0.8,"[""publisher of children's books"", ""early learning focus"", ""quality""]",f,f
rec,opus,rec_3,7,2,Ladybird,,0.8,"[""publisher of children's books"", ""early learning focus"", ""quality""]",f,f
perception,sonnet,perception_3,5,0,Eric Carle,1,0.9,"[""durable"", ""interactive"", ""colorful"", ""educational"", ""multi-age appeal"", ""re-readable"", ""classic""]",f,f
perception,sonnet,perception_3,5,0,ThredUp,,0.6,"[""secondhand"", ""affordable"", ""good condition""]",f,f
perception,sonnet,perception_3,5,0,Facebook Marketplace,,0.6,"[""secondhand"", ""affordable"", ""good condition""]",f,f
rec,haiku,rec_2,8,1,Candlewick Press,,0.7,"[""quality publisher""]",f,f
rec,haiku,rec_2,8,1,Enchanted Lion,,0.7,"[""quality publisher""]",f,f
rec,haiku,rec_2,8,1,Drawn & Quarterly,,0.7,"[""quality publisher""]",f,f
rec,opus,rec_2,5,1,Just Like Me Books,1,1.0,"[""Black-owned"", ""curates beautifully""]",f,f
rec,opus,rec_2,5,1,Mahogany Books,2,1.0,"[""Black-owned"", ""curates beautifully""]",f,f
rec,opus,rec_2,5,1,EyeSeeMe,3,1.0,"[""Black-owned"", ""curates beautifully""]",f,f
rec,opus,rec_2,5,1,YouTube,4,1.0,"[""platform"", ""source for author/illustrator interviews""]",f,f
rec,sonnet,rec_1,5,0,Margaret Wise Brown,1,1.0,"[""perfect bedtime"", ""indestructible"", ""wonderful"", ""beloved""]",f,f
rec,sonnet,rec_1,5,0,Eric Carle,2,1.0,"[""bold"", ""beautiful art"", ""simple"", ""durable"", ""loved by both ages""]",f,f
rec,sonnet,rec_1,5,0,Maurice Sendak,3,1.0,"[""timeless"", ""adventurous"", ""grows with kids""]",f,f
rec,sonnet,rec_1,5,0,Dr. Seuss,4,1.0,"[""rhythmic"", ""rhyming"", ""repetitive"", ""irresistible to read aloud""]",f,f
rec,sonnet,rec_1,5,0,Ezra Jack Keats,5,1.0,"[""simple"", ""gorgeous"", ""gentle"", ""classic""]",f,f
rec,sonnet,rec_1,5,0,Sam McBratney,6,1.0,"[""warm"", ""soothing"", ""calming""]",f,f
rec,sonnet,rec_1,5,0,Don Freeman,7,1.0,"[""sweet"", ""lovable"", ""durable""]",f,f
rec,sonnet,rec_1,5,0,Shel Silverstein,8,1.0,"[""nuanced"", ""grows with kids"", ""beloved""]",f,f
rec,sonnet,rec_1,5,0,Bill Martin Jr.,9,1.0,"[""rhythmic"", ""fun to read aloud"", ""memorable"", ""appealing to multiple ages""]",f,f
rec,sonnet,rec_1,5,0,Laura Numeroff,10,1.0,"[""circular"", ""silly"", ""delightful"", ""appealing to multiple ages""]",f,f
versus,opus,versus_goodnight_moon,6,0,Eric Carle,1,0.95,"[""hand-painted tissue-paper collage art"", ""educational"", ""interactive"", ""die-cut page holes"", ""metamorphosis narrative"", ""grows with child"", ""durable"", ""visual impact"", ""gift-worthy""]",f,f
versus,opus,versus_goodnight_moon,6,0,Margaret Wise Brown,2,0.85,"[""poetic"", ""atmospheric"", ""rhythmic"", ""repetitive"", ""lullaby-like"", ""emotionally resonant"", ""narrow age appeal""]",f,f
versus,opus,versus_goodnight_moon,6,0,Clement Hurd,,0.85,"[""quality illustration"", ""beloved classics""]",f,f
versus,opus,versus_goodnight_moon,6,0,Philomel/Putnam,,0.8,"[""sturdy hardcover"", ""well-bound"", ""gift-worthy editions"", ""special anniversary editions"", ""quality production""]",f,f
versus,opus,versus_goodnight_moon,6,0,HarperCollins,,0.7,"[""modest production quality"", ""smaller trim size"", ""simpler binding"", ""heirloom feeling""]",f,f
rec,haiku,rec_3,8,0,Candlewick Press,1,0.8,"[""environmentally conscious"", ""sustainable printing"", ""sustainable paper sourcing""]",f,f
rec,haiku,rec_3,8,0,Charlesbridge,2,0.85,"[""environmentally focused"", ""eco-friendly materials"", ""environmental values""]",f,f
rec,haiku,rec_3,8,0,Barefoot Books,3,0.8,"[""uses recycled paper"", ""sustainability practices""]",f,f
rec,haiku,rec_3,8,0,Penguin Random House,,0.4,"[""increasingly sustainable printing""]",f,f
rec,haiku,rec_3,8,0,"Little, Brown",,0.0,[],f,f
rec,haiku,rec_2,9,1,Facebook Marketplace,1,0.85,"[""marketplace"", ""used books"", ""$1-2 prices""]",f,f
rec,haiku,rec_2,9,1,Goodwill,2,0.9,"[""thrift store"", ""great selection"", ""under $1""]",f,f
rec,haiku,rec_2,9,1,Salvation Army,2,0.8,"[""thrift store"", ""under $1""]",f,f
rec,haiku,rec_2,9,1,Amazon,3,0.6,"[""online retailer"", ""paperback sales"", ""requires deal hunting""]",f,f
rec,haiku,rec_2,9,1,Book Depository,3,0.6,"[""online retailer"", ""paperback sales"", ""requires deal hunting""]",f,f
versus,opus,versus_the_gruffalo,7,0,The Very Hungry Caterpillar,1,0.9,"[""age-appropriate for 0-3 years"", ""interactive die-cut holes"", ""tactile features"", ""teaches counting, days of week, colors, food names, butterfly life cycle"", ""short rhythmic text"", ""easy to read aloud"", ""sturdy board book format available"", ""durable for babies"", ""immediately enjoyed""]",t,f
versus,opus,versus_the_gruffalo,7,0,The Gruffalo,2,0.75,"[""designed for age 3+"", ""longer narrative"", ""rhyming story"", ""requires sustained attention and plot comprehension"", ""paperback or picture-book format"", ""less durable"", ""becomes favorite in a couple of years"", ""good value if discounted""]",f,t
versus,haiku,versus_where_the_wild_things_are,10,0,Where the Wild Things Are,1,0.9,"[""masterpiece"", ""literarily sophisticated"", ""essential"", ""interpretive depth"", ""traditional structure"", ""intricate illustrations"", ""durable"", ""ages well""]",f,t
versus,haiku,versus_where_the_wild_things_are,10,0,The Very Hungry Caterpillar,2,0.25,"[""beloved"", ""popular"", ""charming"", ""straightforward"", ""structurally vulnerable"", ""tears easily"", ""gimmicky""]",t,f
versus,sonnet,versus_the_gruffalo,10,0,The Gruffalo,1,0.9,"[""longer engagement window"", ""rich rhyming text"", ""clever wit"", ""rewards re-reading"", ""builds literacy skills"", ""layered humor"", ""clever plot"", ""has sequel""]",f,t
versus,sonnet,versus_the_gruffalo,10,0,The Very Hungry Caterpillar,2,0.65,"[""bold colors"", ""simple repetition"", ""tactile die-cut pages"", ""short"", ""teaches counting and days of week"", ""ages out quickly"", ""nostalgic keepsake""]",t,f
rec,opus,rec_2,7,0,Hervé Tullet,5,1.0,"[""interactive"", ""magical"", ""delightful""]",f,f
rec,haiku,rec_3,10,1,Julia Donaldson,1,1.0,"[""essential anchor pieces"", ""exceptionally valuable"", ""culturally significant"", ""perennially beloved""]",f,f
rec,haiku,rec_3,10,1,Axel Scheffler,2,1.0,"[""exceptionally valuable"", ""beautiful deluxe editions"", ""superior print quality""]",f,f
